,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Germany,Spain,Exited,Tahmin,date0,date,Year1,Month1,Day1
252,657,0,28,7,0.0,2,0,1,5177.62,0,0,0,0,2018-09-13,2022-03-11,2022,03,11
253,850,1,49,6,128663.9,1,1,0,65769.3,0,0,1,0,2012-01-20,2022-03-11,2022,03,11
254,676,1,38,1,0.0,2,0,1,35644.79,0,0,0,0,2014-12-19,2022-03-11,2022,03,11
255,828,1,31,9,0.0,1,0,1,164257.37,0,0,0,0,2010-06-16,2022-03-14,2022,03,14
256,734,0,39,6,92126.26,2,0,0,112973.34,0,1,0,0,2012-10-25,2022-03-14,2022,03,14
257,678,1,38,3,124483.53,1,1,0,126253.31,0,1,0,0,2011-11-03,2022-03-14,2022,03,14
258,651,1,34,4,91562.99,1,1,1,123954.15,0,0,0,0,2017-12-18,2022-03-14,2022,03,14
259,710,1,30,6,0.0,2,1,1,8991.17,0,0,0,0,2017-09-25,2022-03-14,2022,03,14
260,661,0,64,8,128751.65,2,1,0,189398.18,1,0,1,0,2015-02-18,2022-03-14,2022,03,14
261,539,0,47,2,127286.04,2,1,1,166929.43,0,0,1,0,2016-01-14,2022-03-15,2022,03,15
262,646,0,46,8,0.0,2,1,0,133059.15,0,0,0,0,2011-03-23,2022-03-15,2022,03,15
263,518,0,41,5,110624.99,1,1,0,89327.67,1,0,0,0,2015-02-09,2022-03-15,2022,03,15
264,593,0,29,5,101713.84,3,1,0,134594.99,1,0,0,0,2011-07-08,2022-03-15,2022,03,15
265,559,1,33,9,111060.05,2,1,0,110371.84,0,0,0,0,2011-01-31,2022-03-15,2022,03,15
266,817,0,27,7,129810.6,1,1,1,59259.44,1,0,0,0,2017-10-06,2022-03-15,2022,03,15
267,592,1,36,1,126477.42,1,0,0,179718.17,0,0,0,0,2011-04-07,2022-03-16,2022,03,16
268,632,0,28,5,118890.81,1,0,1,145157.97,0,0,0,0,2012-06-13,2022-03-16,2022,03,16
269,694,1,31,6,109052.59,2,1,1,19448.93,1,0,1,0,2018-03-20,2022-03-16,2022,03,16
270,700,0,30,9,0.0,1,1,1,174971.64,0,0,0,0,2018-06-15,2022-03-16,2022,03,16
271,629,0,33,6,0.0,2,1,1,59129.72,0,0,0,0,2013-09-27,2022-03-16,2022,03,16
272,427,1,42,1,75681.52,1,1,1,57098.0,1,0,0,0,2018-08-29,2022-03-16,2022,03,16
273,801,0,46,6,0.0,2,1,1,170008.74,0,1,0,0,2010-09-30,2022-03-16,2022,03,16
274,654,1,29,1,0.0,1,1,0,180345.44,0,0,0,0,2012-01-03,2022-03-16,2022,03,16
275,596,1,40,5,62389.03,3,1,0,148623.43,1,0,1,0,2017-11-17,2022-03-16,2022,03,16
276,578,0,40,7,0.0,2,0,0,102233.73,0,0,0,0,2015-01-05,2022-03-16,2022,03,16
277,591,1,36,7,135216.8,1,1,1,122022.89,0,1,0,0,2015-02-09,2022-03-17,2022,03,17
278,730,0,37,5,124053.03,1,1,0,118591.67,1,0,0,0,2010-05-28,2022-03-17,2022,03,17
279,811,1,31,7,117799.28,1,1,1,182372.35,0,0,0,0,2015-06-19,2022-03-17,2022,03,17
280,749,1,41,5,57568.94,1,1,1,61128.29,0,0,0,0,2010-02-01,2022-03-17,2022,03,17
281,646,0,46,4,0.0,3,1,0,93251.42,0,0,1,0,2016-06-21,2022-03-17,2022,03,17
282,671,0,48,9,116711.06,2,0,0,76373.38,1,0,0,0,2017-06-22,2022-03-17,2022,03,17
283,607,1,29,7,102609.0,1,1,0,163257.44,1,0,0,0,2013-07-22,2022-03-18,2022,03,18
284,689,0,28,5,95328.6,1,1,0,6129.61,0,1,1,0,2014-07-07,2022-03-18,2022,03,18
285,661,1,38,7,143006.7,1,1,1,15650.89,0,1,0,0,2017-05-29,2022-03-18,2022,03,18
286,646,0,30,10,100548.67,2,0,0,136983.77,1,0,0,0,2018-04-05,2022-03-21,2022,03,21
287,565,1,38,0,122447.76,1,0,0,67339.34,0,1,0,0,2014-08-15,2022-03-21,2022,03,21
288,774,1,53,4,113709.28,1,1,1,153887.93,0,0,1,0,2016-03-14,2022-03-21,2022,03,21
289,785,0,40,3,0.0,2,1,1,96832.82,0,0,0,0,2010-03-16,2022-03-21,2022,03,21
290,703,0,40,7,0.0,2,0,1,122518.5,0,0,0,0,2017-08-15,2022-03-21,2022,03,21
291,490,1,34,5,122952.9,2,0,0,154360.97,0,0,0,0,2011-11-30,2022-03-21,2022,03,21
292,786,0,33,0,122325.58,1,0,0,34712.34,1,0,1,0,2014-08-18,2022-03-22,2022,03,22
293,665,1,33,2,101286.11,1,1,1,159840.51,0,0,0,0,2012-02-10,2022-03-22,2022,03,22
294,592,1,45,8,84692.5,1,0,1,67214.02,0,1,0,0,2016-04-01,2022-03-22,2022,03,22
295,637,0,39,3,109698.41,1,1,1,88391.29,1,0,1,0,2016-11-30,2022-03-22,2022,03,22
296,811,1,40,1,101514.89,1,1,1,121765.0,0,0,0,0,2014-01-16,2022-03-22,2022,03,22
297,488,0,28,7,139246.22,2,1,0,106799.49,1,0,0,0,2016-05-09,2022-03-22,2022,03,22
298,449,1,52,6,0.0,2,0,1,123622.0,0,0,0,0,2013-09-12,2022-03-22,2022,03,22
299,723,0,47,10,90450.0,2,0,0,103379.31,1,0,1,0,2013-07-02,2022-03-22,2022,03,22
300,606,0,41,4,132670.53,1,1,0,156476.36,1,0,1,0,2013-07-23,2022-03-22,2022,03,22
301,707,1,32,9,0.0,2,0,0,30807.02,0,0,0,0,2017-08-14,2022-03-22,2022,03,22
302,573,1,30,8,127406.5,1,1,0,192950.6,1,0,0,0,2013-12-12,2022-03-23,2022,03,23
303,676,1,31,3,78990.15,1,1,1,124777.14,0,0,0,0,2017-11-20,2022-03-23,2022,03,23
304,605,1,33,5,150092.8,1,0,0,71862.79,0,1,0,0,2010-08-25,2022-03-23,2022,03,23
305,568,0,27,1,116320.68,1,0,1,45563.94,0,1,0,0,2013-03-07,2022-03-23,2022,03,23
306,729,0,38,10,0.0,2,1,0,189727.12,0,1,0,0,2010-10-08,2022-03-23,2022,03,23
307,554,0,35,10,74988.59,2,0,1,190155.13,0,0,0,0,2017-10-04,2022-03-23,2022,03,23
308,539,0,34,4,91622.42,1,1,1,136603.42,1,0,0,0,2011-07-07,2022-03-24,2022,03,24
309,850,1,36,5,119984.07,1,1,0,191535.11,1,0,1,0,2018-02-26,2022-03-24,2022,03,24
310,689,0,40,4,78119.59,4,1,0,119259.34,1,0,1,0,2011-08-11,2022-03-24,2022,03,24
311,615,1,41,4,130385.82,1,0,1,130661.95,0,0,0,0,2010-04-22,2022-03-24,2022,03,24
312,539,1,39,1,0.0,1,1,1,28184.7,0,0,0,0,2016-07-18,2022-03-24,2022,03,24
313,601,1,24,7,0.0,2,0,0,144660.42,0,1,0,0,2018-07-18,2022-03-24,2022,03,24
314,678,1,36,3,145747.67,2,0,1,89566.74,1,0,0,0,2011-05-30,2022-03-25,2022,03,25
315,850,0,36,0,136980.23,2,1,1,99019.65,1,0,0,0,2013-07-29,2022-03-25,2022,03,25
316,517,1,39,3,0.0,2,0,1,12465.51,0,1,0,0,2012-11-08,2022-03-25,2022,03,25
317,793,0,34,5,127758.09,1,1,0,143357.03,1,0,0,0,2015-03-06,2022-03-25,2022,03,25
318,579,0,33,1,118392.75,1,1,1,157564.75,0,0,0,0,2010-10-06,2022-03-25,2022,03,25
319,709,1,39,8,0.0,2,1,0,56214.09,0,0,0,0,2016-12-30,2022-03-25,2022,03,25
320,646,0,57,6,90212.0,1,1,0,13911.27,1,0,1,0,2012-02-20,2022-03-25,2022,03,25
321,587,1,35,5,121863.61,1,1,1,23481.69,1,0,1,0,2011-11-04,2022-03-25,2022,03,25
322,849,0,41,6,0.0,2,1,1,169203.51,0,0,1,0,2011-11-07,2022-03-28,2022,03,28
323,660,1,37,2,97324.91,1,1,0,23291.83,0,0,0,0,2012-08-01,2022-03-28,2022,03,28
324,627,0,39,5,124586.93,1,1,0,93132.61,1,0,1,0,2011-07-18,2022-03-28,2022,03,28
325,547,0,51,1,0.0,2,1,1,56908.41,0,0,0,0,2010-11-05,2022-03-28,2022,03,28
326,554,1,39,2,129709.62,1,1,0,173197.12,0,0,0,0,2012-02-20,2022-03-28,2022,03,28
327,678,1,54,7,128914.97,1,0,0,191746.23,0,0,1,0,2018-03-22,2022-03-28,2022,03,28
328,605,1,28,10,113690.83,1,1,0,33114.24,1,0,0,0,2012-10-11,2022-03-28,2022,03,28
329,757,0,44,4,123322.15,1,1,0,137136.29,0,0,0,0,2010-04-14,2022-03-28,2022,03,28
330,625,1,34,6,0.0,2,0,0,197283.2,0,0,0,0,2010-06-25,2022-03-29,2022,03,29
331,841,0,33,7,154969.79,2,1,1,99505.75,1,0,0,0,2018-01-17,2022-03-29,2022,03,29
332,557,0,40,4,0.0,2,0,1,105433.53,0,1,0,0,2013-12-10,2022-03-29,2022,03,29
333,520,1,33,4,156297.58,2,1,1,166102.61,0,0,0,0,2015-04-30,2022-03-29,2022,03,29
334,688,1,20,8,137624.4,2,1,1,197582.79,0,0,0,0,2013-07-10,2022-03-29,2022,03,29
335,833,1,29,1,96462.25,2,0,1,48986.18,1,0,0,0,2016-05-09,2022-03-30,2022,03,30
336,730,1,38,0,38848.19,2,0,0,94003.11,1,0,0,0,2018-08-22,2022-03-30,2022,03,30
337,704,1,23,6,166594.78,1,1,1,155823.2,0,0,0,0,2012-02-16,2022-03-30,2022,03,30
338,643,1,34,6,0.0,2,1,1,116046.22,0,1,0,0,2012-01-16,2022-03-30,2022,03,30
339,540,1,48,2,109349.29,1,1,0,88703.04,0,0,1,0,2015-10-16,2022-03-30,2022,03,30
340,626,1,44,10,0.0,2,0,0,164287.86,0,0,0,0,2013-09-19,2022-03-30,2022,03,30
341,640,0,30,5,32197.64,1,0,1,141446.01,1,0,0,0,2015-01-09,2022-03-30,2022,03,30
342,705,0,35,3,0.0,2,0,1,66331.01,0,0,0,0,2017-06-23,2022-03-31,2022,03,31
343,584,0,62,9,137727.34,2,0,1,121102.9,1,0,0,1,2018-12-03,2022-03-31,2022,03,31
344,577,1,41,6,0.0,1,1,1,167621.18,0,0,0,0,2013-02-07,2022-03-31,2022,03,31
345,566,0,40,2,97001.36,2,1,0,154486.01,1,0,0,0,2010-10-21,2022-03-31,2022,03,31
346,646,0,35,1,121952.75,2,1,1,142839.82,1,0,0,0,2016-02-25,2022-03-31,2022,03,31
347,661,0,34,0,0.0,2,1,0,185555.63,0,0,0,0,2014-10-28,2022-04-01,2022,04,01
348,658,1,42,8,102870.93,1,0,1,103764.55,0,0,1,0,2014-01-23,2022-04-01,2022,04,01
349,521,0,22,10,0.0,1,1,1,101311.95,0,1,0,0,2010-12-09,2022-04-01,2022,04,01
350,616,0,31,8,0.0,1,0,1,76456.17,0,0,0,0,2013-10-07,2022-04-01,2022,04,01
351,838,0,67,4,103267.8,1,1,1,78310.04,0,1,0,0,2018-07-05,2022-04-01,2022,04,01
352,709,0,45,2,0.0,2,0,1,162922.65,0,1,0,0,2018-01-09,2022-04-01,2022,04,01
353,823,1,38,1,0.0,2,1,0,156603.7,0,0,0,0,2013-07-16,2022-04-04,2022,04,04
354,727,0,41,10,0.0,2,0,1,47468.56,0,1,0,0,2016-01-05,2022-04-04,2022,04,04
355,682,0,50,10,128039.01,1,1,1,102260.16,0,1,0,0,2014-01-09,2022-04-05,2022,04,05
356,527,0,41,10,136733.24,1,1,1,57589.29,1,0,0,0,2012-03-23,2022-04-05,2022,04,05
357,605,1,39,6,111169.91,1,0,0,9641.4,0,0,0,0,2016-01-01,2022-04-05,2022,04,05
358,649,0,38,8,0.0,1,1,0,103760.53,0,1,0,0,2015-12-21,2022-04-06,2022,04,06
359,679,1,36,6,147733.64,1,0,1,172501.38,0,0,0,0,2010-08-04,2022-04-06,2022,04,06
360,582,1,26,6,114450.32,1,1,1,14081.64,1,0,0,0,2015-09-08,2022-04-06,2022,04,06
361,530,0,36,7,0.0,2,1,0,80619.09,0,1,0,0,2015-12-31,2022-04-06,2022,04,06
362,775,1,33,3,83501.66,2,1,0,128841.31,1,0,0,0,2011-10-20,2022-04-07,2022,04,07
363,603,0,56,5,90778.76,2,1,0,162223.67,0,1,1,0,2010-12-22,2022-04-07,2022,04,07
364,495,0,40,1,140197.71,2,1,0,150720.39,0,0,0,0,2010-12-27,2022-04-07,2022,04,07
365,668,0,37,7,128645.67,1,1,0,92149.64,0,0,0,0,2016-08-12,2022-04-07,2022,04,07
366,737,0,45,2,99169.67,2,1,1,78650.95,1,0,0,0,2012-09-07,2022-04-07,2022,04,07
367,659,1,35,6,0.0,2,1,1,58879.11,0,0,0,0,2014-01-16,2022-04-08,2022,04,08
368,530,0,48,0,0.0,1,1,0,85081.09,0,0,0,0,2017-02-23,2022-04-08,2022,04,08
369,634,1,45,9,0.0,2,0,0,17622.82,0,0,0,0,2014-07-29,2022-04-08,2022,04,08
370,486,1,63,9,97009.15,1,1,1,85101.0,0,0,0,1,2015-03-10,2022-04-08,2022,04,08
371,836,0,29,9,133681.78,1,1,1,153747.73,0,0,0,0,2017-10-18,2022-04-08,2022,04,08
372,510,1,63,8,0.0,2,1,1,115291.86,0,0,0,1,2013-03-19,2022-04-11,2022,04,11
373,809,0,24,4,0.0,2,1,0,193518.76,0,0,0,0,2015-05-12,2022-04-11,2022,04,11
374,596,1,33,2,139451.67,1,0,0,63142.12,0,0,0,0,2014-04-28,2022-04-11,2022,04,11
375,717,1,48,7,123764.95,1,1,1,169952.82,0,0,0,0,2017-01-23,2022-04-12,2022,04,12
376,737,0,39,7,130051.66,2,0,0,55356.39,0,1,1,0,2015-10-12,2022-04-12,2022,04,12
377,543,1,37,3,0.0,2,1,1,78915.68,0,1,0,0,2012-02-09,2022-04-12,2022,04,12
378,761,1,36,8,108239.11,2,0,0,99444.02,1,0,0,0,2018-04-02,2022-04-13,2022,04,13
379,545,1,23,2,0.0,2,1,0,189613.12,0,0,0,0,2015-08-10,2022-04-13,2022,04,13
380,608,0,38,8,103653.51,2,1,1,137079.86,1,0,0,0,2010-05-31,2022-04-14,2022,04,14
381,537,0,33,7,136082.0,1,1,0,62746.54,0,1,0,0,2017-01-23,2022-04-14,2022,04,14
382,513,1,88,10,0.0,2,1,1,52952.24,0,1,0,1,2014-12-18,2022-04-14,2022,04,14
383,664,0,31,7,104158.84,1,1,0,134169.85,0,0,0,0,2015-04-13,2022-04-14,2022,04,14
384,499,0,55,4,126817.65,2,1,0,123269.71,1,0,0,1,2016-07-11,2022-04-14,2022,04,14
385,703,1,50,8,160139.59,2,1,1,79314.1,0,0,0,0,2010-06-16,2022-04-14,2022,04,14
386,706,0,29,1,209490.21,1,1,1,133267.69,0,1,1,0,2014-12-08,2022-04-14,2022,04,14
387,598,0,23,6,0.0,2,1,0,153229.19,0,1,0,0,2012-11-13,2022-04-15,2022,04,15
388,743,0,39,8,0.0,1,1,0,94263.44,0,0,0,0,2018-03-02,2022-04-15,2022,04,15
389,722,0,32,5,106807.64,1,1,1,76998.69,1,0,0,0,2010-05-21,2022-04-15,2022,04,15
390,646,1,50,0,104129.24,2,1,0,181794.86,0,0,1,0,2015-08-28,2022-04-15,2022,04,15
391,599,1,25,3,0.0,2,1,1,120790.02,0,1,0,0,2012-02-20,2022-04-15,2022,04,15
392,704,1,32,7,127785.17,4,0,0,184464.7,0,0,1,0,2018-11-06,2022-04-15,2022,04,15
393,675,1,54,6,0.0,1,1,0,110273.84,0,0,1,0,2013-11-29,2022-04-18,2022,04,18
394,590,1,22,7,125265.61,1,1,1,161253.08,0,1,0,0,2017-02-20,2022-04-18,2022,04,18
395,644,1,28,0,0.0,2,1,0,119419.37,0,1,0,0,2017-05-08,2022-04-18,2022,04,18
396,850,1,38,7,115378.94,1,0,1,162087.82,0,1,0,0,2013-02-04,2022-04-18,2022,04,18
397,668,0,31,9,0.0,2,0,0,41291.73,0,0,0,0,2018-07-04,2022-04-18,2022,04,18
398,715,1,28,7,160376.61,1,0,0,196853.11,0,0,0,0,2010-12-16,2022-04-19,2022,04,19
399,635,0,35,7,0.0,2,1,1,65951.65,0,1,0,0,2011-10-14,2022-04-19,2022,04,19
400,601,1,50,2,115625.07,1,1,0,185855.21,0,0,0,0,2014-08-28,2022-04-19,2022,04,19
401,741,1,50,1,78737.61,1,1,1,13018.96,0,1,0,0,2014-01-02,2022-04-19,2022,04,19
402,711,0,28,8,0.0,2,0,0,105159.89,0,0,0,0,2018-05-25,2022-04-19,2022,04,19
403,664,0,38,4,74306.19,2,1,0,154395.56,0,0,0,0,2016-05-16,2022-04-20,2022,04,20
404,672,1,31,6,91125.75,1,1,0,177295.92,0,0,0,0,2011-08-04,2022-04-20,2022,04,20
405,796,1,24,8,0.0,2,1,0,61349.37,0,0,0,0,2010-06-01,2022-04-20,2022,04,20
406,543,1,30,4,140916.81,1,1,0,157711.18,0,0,0,0,2017-07-17,2022-04-20,2022,04,20
407,515,1,45,7,120961.5,3,1,1,39288.11,1,0,1,0,2010-11-18,2022-04-20,2022,04,20
408,620,0,29,3,0.0,2,0,1,153392.28,0,0,0,0,2010-11-04,2022-04-20,2022,04,20
409,584,0,30,8,112013.81,1,1,0,177772.03,1,0,1,0,2017-01-16,2022-04-20,2022,04,20
410,686,1,39,10,136258.06,1,0,0,89199.51,0,1,0,0,2015-05-12,2022-04-21,2022,04,21
411,573,1,50,0,159304.07,1,0,1,155915.24,0,1,1,0,2010-04-14,2022-04-21,2022,04,21
412,757,0,34,1,129398.01,2,0,0,44965.44,1,0,0,0,2014-09-04,2022-04-21,2022,04,21
413,657,1,33,1,84309.57,2,0,0,103914.4,0,0,0,0,2012-01-04,2022-04-21,2022,04,21
414,739,1,58,2,101579.28,1,1,1,72168.53,0,0,0,0,2015-09-21,2022-04-21,2022,04,21
415,832,0,29,5,0.0,2,1,0,178779.52,0,0,0,0,2016-11-30,2022-04-21,2022,04,21
416,682,0,26,0,110654.02,1,0,1,111879.21,0,0,0,0,2017-05-26,2022-04-21,2022,04,21
417,850,1,38,5,0.0,2,1,0,16491.64,0,0,0,0,2011-04-07,2022-04-22,2022,04,22
418,699,0,40,8,122038.34,1,1,0,102085.35,0,0,0,0,2014-07-02,2022-04-22,2022,04,22
419,765,0,33,5,84557.82,1,1,1,69039.43,0,1,0,0,2015-07-10,2022-04-22,2022,04,22
420,570,0,29,4,153040.03,1,1,1,131363.57,0,0,1,0,2018-04-17,2022-04-22,2022,04,22
421,595,0,25,7,106570.34,2,0,1,177025.79,1,0,0,0,2011-05-02,2022-04-25,2022,04,25
422,850,0,31,3,121237.65,1,1,1,31022.56,0,1,0,0,2011-12-13,2022-04-25,2022,04,25
423,561,1,32,5,0.0,2,1,0,84871.99,0,0,0,0,2013-06-17,2022-04-25,2022,04,25
424,521,0,41,2,0.0,2,1,1,113089.43,0,0,0,0,2012-03-15,2022-04-25,2022,04,25
425,702,1,43,6,116121.67,1,1,0,61602.42,0,1,0,0,2018-12-06,2022-04-25,2022,04,25
426,619,0,42,8,132796.04,3,1,1,191821.35,1,0,1,0,2015-08-19,2022-04-25,2022,04,25
427,555,1,32,4,0.0,2,1,1,54405.79,0,1,0,0,2013-06-25,2022-04-25,2022,04,25
428,579,0,39,2,151963.26,2,1,0,158948.63,0,1,0,0,2015-03-25,2022-04-25,2022,04,25
429,544,0,53,9,0.0,1,1,0,125692.07,0,1,1,0,2013-10-22,2022-04-25,2022,04,25
430,792,1,19,7,143390.51,1,1,0,33282.84,0,0,0,0,2011-10-12,2022-04-26,2022,04,26
431,659,0,30,8,154159.51,1,1,0,40441.1,1,0,0,0,2014-12-04,2022-04-26,2022,04,26
432,460,0,35,8,102742.91,2,1,1,189339.6,1,0,0,0,2014-12-05,2022-04-26,2022,04,26
433,557,1,39,8,146200.01,1,1,0,177944.64,0,0,0,0,2015-07-07,2022-04-26,2022,04,26
434,564,1,31,0,125175.58,1,1,1,72757.33,0,1,0,0,2011-11-25,2022-04-27,2022,04,27
435,489,1,38,2,126444.08,2,1,1,82662.73,1,0,0,0,2012-10-11,2022-04-27,2022,04,27
436,629,1,35,4,174588.8,2,0,1,158420.14,0,1,0,0,2014-02-18,2022-04-27,2022,04,27
437,586,1,29,3,0.0,2,1,1,142238.54,0,0,0,0,2012-04-19,2022-04-27,2022,04,27
438,628,1,33,6,0.0,2,0,0,184230.23,0,0,0,0,2018-09-21,2022-04-27,2022,04,27
439,749,0,46,9,66582.81,1,1,0,78753.12,0,1,1,0,2011-05-17,2022-04-27,2022,04,27
440,703,1,32,1,125685.79,1,1,1,56246.72,0,0,0,0,2011-08-18,2022-04-27,2022,04,27
441,790,0,41,7,109508.68,1,0,0,86776.38,0,1,0,0,2010-05-06,2022-04-27,2022,04,27
442,733,1,64,3,0.0,2,1,1,75272.63,0,0,0,0,2010-08-17,2022-04-27,2022,04,27
443,591,1,31,8,0.0,1,1,1,141677.33,0,1,0,0,2018-10-31,2022-04-27,2022,04,27
444,640,0,32,6,118879.35,2,1,1,19131.71,0,1,0,0,2013-04-10,2022-04-28,2022,04,28
445,565,1,34,6,0.0,1,1,1,63173.64,0,0,0,0,2011-06-09,2022-04-28,2022,04,28
446,556,1,40,5,125909.85,1,1,1,95124.4,0,0,0,0,2011-09-30,2022-04-28,2022,04,28
447,555,1,33,5,127343.4,1,0,1,121789.3,0,1,0,0,2011-07-07,2022-04-28,2022,04,28
448,738,1,43,9,121152.05,2,1,0,64166.7,1,0,1,0,2018-07-09,2022-04-28,2022,04,28
449,799,0,30,9,0.0,2,1,0,136827.96,0,0,0,0,2014-12-09,2022-04-28,2022,04,28
450,737,1,31,5,121192.22,2,1,1,74890.58,1,0,0,0,2010-01-15,2022-04-28,2022,04,28
451,601,1,38,4,60013.81,1,1,1,38020.05,0,0,0,0,2018-11-22,2022-04-29,2022,04,29
452,685,1,34,6,83264.28,1,0,0,9663.28,0,1,0,0,2010-03-16,2022-04-29,2022,04,29
453,558,1,26,1,148853.29,2,1,1,24411.02,1,0,0,0,2016-08-29,2022-04-29,2022,04,29
454,571,0,35,1,104783.81,2,0,1,178512.52,0,0,0,0,2015-06-09,2022-04-29,2022,04,29
455,623,0,44,6,0.0,2,0,0,167162.43,0,0,0,0,2011-01-19,2022-04-29,2022,04,29
456,602,1,33,5,164704.38,1,0,1,180716.1,0,0,1,0,2011-08-09,2022-05-02,2022,05,02
457,689,0,30,5,136650.89,1,1,1,41865.72,1,0,1,0,2014-07-07,2022-05-02,2022,05,02
458,712,0,33,6,0.0,2,1,1,190686.16,0,0,0,0,2016-08-29,2022-05-02,2022,05,02
459,664,1,55,8,0.0,2,1,1,139161.64,0,0,0,0,2012-01-05,2022-05-02,2022,05,02
460,627,0,28,3,157597.61,1,0,1,34097.22,0,1,0,0,2014-07-03,2022-05-02,2022,05,02
461,651,1,23,4,115636.05,2,1,0,70400.86,0,1,0,0,2017-07-31,2022-05-02,2022,05,02
462,697,0,47,6,128252.66,1,1,1,168053.4,0,0,0,0,2010-09-22,2022-05-02,2022,05,02
463,579,1,22,3,118680.57,1,1,1,49829.8,0,1,0,0,2013-02-20,2022-05-02,2022,05,02
464,836,0,32,4,109196.67,2,1,0,55218.02,1,0,0,0,2015-01-05,2022-05-03,2022,05,03
465,551,1,49,1,150777.72,2,1,1,135757.27,0,1,0,0,2017-10-17,2022-05-03,2022,05,03
466,749,1,36,7,0.0,2,0,0,80134.65,0,1,0,0,2015-12-11,2022-05-03,2022,05,03
467,549,0,38,8,107283.4,1,0,0,157442.75,0,0,0,0,2014-02-07,2022-05-03,2022,05,03
468,682,0,42,0,0.0,1,0,1,91981.85,0,0,1,0,2012-10-18,2022-05-03,2022,05,03
469,486,1,37,9,115217.99,2,1,0,144995.33,1,0,0,0,2011-06-22,2022-05-03,2022,05,03
470,480,1,35,2,165692.91,1,1,1,197984.58,0,0,0,0,2016-11-17,2022-05-03,2022,05,03
471,630,0,34,9,106937.05,2,1,0,138275.01,1,0,0,0,2011-12-29,2022-05-03,2022,05,03
472,577,0,44,1,152086.15,1,0,1,44719.5,1,0,1,0,2017-11-21,2022-05-03,2022,05,03
473,690,0,35,9,107944.33,2,0,0,48478.47,0,0,0,0,2015-05-19,2022-05-03,2022,05,03
474,726,0,26,1,80780.16,1,1,1,19225.85,0,1,0,0,2016-08-02,2022-05-03,2022,05,03
475,572,0,26,5,0.0,2,1,0,119381.41,0,1,0,0,2018-12-24,2022-05-04,2022,05,04
476,461,0,40,7,0.0,2,1,0,176547.8,0,0,0,0,2016-05-23,2022-05-04,2022,05,04
477,850,0,55,7,0.0,1,0,0,171762.87,0,1,1,0,2013-11-28,2022-05-04,2022,05,04
478,561,1,34,1,78829.53,1,1,1,12148.2,0,0,0,0,2016-07-21,2022-05-04,2022,05,04
479,727,1,34,2,146407.11,1,1,1,72073.72,1,0,0,0,2012-07-16,2022-05-05,2022,05,05
480,682,0,46,2,0.0,1,1,1,114442.66,0,0,0,0,2014-04-01,2022-05-05,2022,05,05
481,699,0,39,1,0.0,2,0,0,93826.63,0,0,0,0,2012-09-17,2022-05-06,2022,05,06
482,498,0,41,4,87541.06,2,1,1,12577.21,1,0,1,0,2012-02-14,2022-05-06,2022,05,06
483,636,1,52,4,111284.53,1,0,1,32936.44,0,1,1,0,2015-03-18,2022-05-06,2022,05,06
484,567,0,49,5,134956.02,1,1,0,93953.84,1,0,1,0,2012-10-23,2022-05-06,2022,05,06
485,587,1,42,5,120233.83,1,1,0,194890.33,0,1,0,0,2011-07-28,2022-05-06,2022,05,06
486,602,0,29,3,88814.4,2,1,1,62487.97,0,0,0,0,2015-11-10,2022-05-06,2022,05,06
487,477,0,48,2,129120.64,1,0,1,26475.79,0,1,0,1,2012-09-20,2022-05-06,2022,05,06
488,703,1,42,9,63227.0,1,0,1,137316.32,1,0,0,0,2015-08-20,2022-05-09,2022,05,09
489,691,1,27,3,160358.68,2,1,0,142367.72,1,0,0,0,2015-09-10,2022-05-09,2022,05,09
490,695,1,46,3,122549.64,1,1,1,56297.85,0,1,0,0,2018-09-07,2022-05-09,2022,05,09
491,472,0,37,1,0.0,2,1,1,48357.9,0,0,0,0,2015-09-10,2022-05-09,2022,05,09
492,742,1,33,6,0.0,2,0,0,38550.4,0,0,0,0,2011-08-03,2022-05-09,2022,05,09
493,550,1,32,8,97514.07,1,1,1,199138.84,0,0,0,0,2018-02-22,2022-05-09,2022,05,09
494,350,1,54,1,152677.48,1,1,1,191973.49,0,1,1,1,2015-10-26,2022-05-09,2022,05,09
495,814,0,31,4,0.0,2,1,1,142029.17,0,0,0,0,2016-10-26,2022-05-09,2022,05,09
496,683,0,29,9,0.0,2,1,1,48849.89,0,0,0,0,2010-03-26,2022-05-10,2022,05,10
497,558,1,35,1,0.0,2,0,0,111687.57,0,0,0,0,2011-12-26,2022-05-10,2022,05,10
498,493,1,36,9,0.0,2,1,1,65816.53,0,0,0,0,2013-01-09,2022-05-10,2022,05,10
499,510,0,50,7,123936.54,1,1,1,23768.01,1,0,0,1,2016-08-26,2022-05-11,2022,05,11
500,595,0,44,4,96553.52,2,1,0,143952.24,1,0,1,0,2012-08-13,2022-05-11,2022,05,11
501,590,1,36,6,92340.69,2,1,1,174667.58,1,0,0,0,2012-05-11,2022-05-11,2022,05,11
502,615,1,41,4,0.0,1,0,1,149278.96,0,1,0,0,2018-08-30,2022-05-11,2022,05,11
503,753,0,38,9,151766.71,1,1,1,180829.99,1,0,0,0,2010-06-07,2022-05-11,2022,05,11
504,420,0,34,1,135549.9,1,0,0,149471.13,1,0,1,0,2012-08-01,2022-05-12,2022,05,12
505,494,0,38,7,174937.64,1,1,0,40084.32,1,0,0,0,2014-03-26,2022-05-12,2022,05,12
